symbol,ticker,name,company,sector,industry,country,website,current_price,price,currency,market_cap,cap,exchange,quote_type,pe_trailing,dividend_yield,beta,pe_forward,peg_ratio,short_percent,target_price,recommendation,analyst_count,A,buy_percentage,total_ratings,upside,EXRET,last_earnings
MSFT,MSFT,Microsoft Corporation,MICROSOFT CORP,Technology,Software - Infrastructure,United States,https://www.microsoft.com,389.97,389.97,USD,2899029262336,2.90T,NMS,EQUITY,31.423853,0.84,0.914,26.08495,1.8,0.86,506.242,1.38596,50,E,90.9090909090909,11,29.81562684309049,27.105115311900445,2025-01-28
