ticker,signal,signal_date,tier,region,price_at_signal,future_price,stock_return,spy_return,alpha,net_alpha,round_trip_cost,beta,stock_return_eur,spy_return_eur,alpha_eur,beta_adj_alpha_eur,regional_benchmark,regional_benchmark_return,regional_alpha,suggested_horizon_days,horizon
ACN,H,2026-07-02,mid,us,135.71810913085938,134.55999755859375,-0.8533213288058515,0.946586578002694,-1.7999079068085455,-2.1599079068085456,0.36,-0.27416423625546454,-0.9085950452750846,0.8903094229851805,-1.798904468260265,-0.6645040422913093,SPY,0.946586578002694,-1.7999079068085455,90.0,7
6702.T,H,2026-07-02,mega,us,3344.0,3308.0,-1.076555023923445,0.946586578002694,-2.023141601926139,-2.203141601926139,0.18,,-0.9136576397795082,0.7122730478804407,-1.6259306876599489,,SPY,0.946586578002694,-2.023141601926139,90.0,7
JPM,S,2026-07-02,mega,us,332.9700012207031,342.8900146484375,2.979251401437535,0.946586578002694,2.032664823434841,1.8526648234348408,0.18,0.47031010544122936,2.921841047198104,0.8903094229851805,2.0315316242129233,2.5031195285986234,SPY,0.946586578002694,2.032664823434841,,7
GILD,B,2026-07-02,large,us,131.27000427246094,130.0399932861328,-0.9370084149423376,0.946586578002694,-1.8835949929450315,-2.1235949929450317,0.24,0.46547563802480774,-0.9922354763311048,0.8903094229851805,-1.8825448993162852,-1.40665282303463,SPY,0.946586578002694,-1.8835949929450315,90.0,7
AIR.PA,H,2026-07-02,large,eu,203.89999389648438,195.27999877929688,-4.227560262490094,0.946586578002694,-5.174146840492788,-5.414146840492788,0.24,0.9361416675288573,-4.227560262490093,0.7122730478804407,-4.939833310370534,-4.89434874126875,EXS1.DE,-1.9194327259515698,-2.3081275365385245,90.0,7
7269.T,B,2026-07-02,mega,us,2062.5,2029.5,-1.6,0.946586578002694,-2.546586578002694,-2.7265865780026943,0.18,,-1.4379645734776125,0.7122730478804407,-2.150237621358053,,SPY,0.946586578002694,-2.546586578002694,90.0,7
TSLA,H,2026-07-02,mega,us,393.45001220703125,396.17999267578125,0.6938570044607087,0.946586578002694,-0.2527295735419852,-0.4327295735419852,0.18,2.0278646615573033,0.637720744760939,0.8903094229851805,-0.25258867822424147,-1.167706271962182,SPY,0.946586578002694,-0.2527295735419852,90.0,7
MU,H,2026-07-02,mega,us,975.4099731445312,983.1199951171875,0.7904391163646446,0.946586578002694,-0.15614746163804938,-0.33614746163804937,0.18,3.620962798023447,0.734249012679955,0.8903094229851805,-0.15606041030522544,-2.4895282866791044,SPY,0.946586578002694,-0.15614746163804938,90.0,7
8001.T,H,2026-07-02,mega,us,1886.0,1877.5,-0.4506892895015907,0.946586578002694,-1.3972758675042847,-1.5772758675042846,0.18,,-0.28676129132084727,0.7122730478804407,-0.9990343392012879,,SPY,0.946586578002694,-1.3972758675042847,90.0,7
SMSN.L,H,2026-07-02,large,eu,4590.0,4450.0,-3.0501089324618738,0.946586578002694,-3.996695510464568,-4.236695510464568,0.24,2.6102363478715738,-2.5231916458386405,0.7122730478804407,-3.235464693719081,-4.382392645025437,ISF.L,-1.4263673998846356,-1.6237415325772382,90.0,7
BARC.L,H,2026-07-02,mid,eu,522.0415649414062,509.94293212890625,-2.317561210639989,0.946586578002694,-3.264147788642683,-3.624147788642683,0.36,0.9151329561018213,-1.7866625677340986,0.7122730478804407,-2.4989356156145393,-2.4384871075925805,ISF.L,-1.4263673998846356,-0.8911938107553534,90.0,7
ETOR,H,2026-07-02,small,us,40.470001220703125,38.13999938964844,-5.757355475103704,0.946586578002694,-6.703942053106398,-7.303942053106398,0.6,1.3526423556969946,-5.809895220081495,0.8903094229851805,-6.700204643066676,-7.014165455287402,SPY,0.946586578002694,-6.703942053106398,90.0,7
FISV,S,2026-07-02,mid,us,52.33000183105469,49.540000915527344,-5.331551343213689,0.946586578002694,-6.278137921216382,-6.638137921216383,0.36,0.11599257068940716,-5.3843284716033395,0.8903094229851805,-6.27463789458852,-5.487597750284394,SPY,0.946586578002694,-6.278137921216382,90.0,7
2020.HK,B,2026-07-02,large,hk,71.49772644042969,71.93877410888672,0.6168695011924643,0.946586578002694,-0.32971707681022966,-0.5697170768102297,0.24,,0.4400538784064434,0.7122730478804407,-0.27221916947399727,,2800.HK,5.021277894365027,-4.404408393172563,90.0,7
9988.HK,H,2026-07-02,mega,hk,94.5,110.69999694824219,17.142853913483798,0.946586578002694,16.196267335481103,16.016267335481103,0.18,,16.936996915822,0.7122730478804407,16.22472386794156,,2800.HK,5.021277894365027,12.12157601911877,90.0,7
NOW,H,2026-07-02,large,us,106.31999969482422,104.8499984741211,-1.3826196622672549,0.946586578002694,-2.329206240269949,-2.569206240269949,0.24,0.6455356130652977,-1.4375982978885649,0.8903094229851805,-2.3279077208737453,-2.012324737073115,SPY,0.946586578002694,-2.329206240269949,90.0,7
CADLR.OL,H,2026-07-02,mid,eu,55.04999923706055,55.599998474121094,0.9990903627302478,0.946586578002694,0.05250378472755379,-0.3074962152724462,0.36,0.7274238802346681,2.114814274959387,0.7122730478804407,1.4025412270789461,1.5966898506836231,EXS1.DE,-1.9194327259515698,2.9185230886818174,90.0,7
SAN.MC,H,2026-07-02,large,eu,12.321999549865723,12.010000228881836,-2.532051066235323,0.946586578002694,-3.478637644238017,-3.718637644238017,0.24,0.926155145336795,-2.532051066235319,0.7122730478804407,-3.2443241141157597,-3.1917264144145108,EXS1.DE,-1.9194327259515698,-0.6126183402837533,,7
PR,H,2026-07-02,mid,us,18.200000762939453,19.59000015258789,7.637358963626443,0.946586578002694,6.69077238562375,6.330772385623749,0.36,-0.8150774123807799,7.577351740584892,0.8903094229851805,6.687042317599712,8.303022841289879,SPY,0.946586578002694,6.69077238562375,90.0,7
1398.HK,H,2026-07-02,mega,hk,6.420000076293945,6.829999923706055,6.386290382239197,0.946586578002694,5.439703804236504,5.259703804236504,0.18,,6.199336064508132,0.7122730478804407,5.487063016627691,,2800.HK,5.021277894365027,1.3650124878741705,90.0,7
AMD,H,2026-07-02,mega,us,517.8200073242188,548.1300048828125,5.85338479198931,0.946586578002694,4.906798213986616,4.7267982139866165,0.18,3.2373638519617813,5.794372124528158,0.8903094229851805,4.904062701542977,2.912116581494983,SPY,0.946586578002694,4.906798213986616,90.0,7
EMAAR.AE,B,2026-07-02,large,us,11.9399995803833,11.539999961853027,-3.3500806749394587,0.946586578002694,-4.296667252942153,-4.536667252942153,0.24,0.6219731544988293,-3.7448714515468273,0.534244989005006,-4.279116440551833,-4.0771574926334635,SPY,0.946586578002694,-4.296667252942153,90.0,7
0027.HK,B,2026-07-02,large,hk,28.760034561157227,30.222408294677734,5.084742615349854,0.946586578002694,4.13815603734716,3.89815603734716,0.24,,4.900075528180925,0.7122730478804407,4.187802480300484,,2800.HK,5.021277894365027,0.06346472098482714,90.0,7
MSFT,B,2026-07-03,mega,us,389.7562561035156,394.8866271972656,1.3163024360505509,0.46986052125230277,0.846441914798248,0.6664419147982481,0.18,0.6803069493532307,1.2989330722610548,0.45263626893246034,0.8462968033285945,0.9910014729769843,SPY,0.46986052125230277,0.846441914798248,90.0,7
GOOG,B,2026-07-03,mega,us,355.94891357421875,369.96978759765625,3.9390130124709635,0.46986052125230277,3.4691524912186606,3.2891524912186605,0.18,1.5149349472034432,3.9211940190264194,0.45263626893246034,3.468557750093959,3.235479516848859,SPY,0.46986052125230277,3.4691524912186606,45.0,7
NVDA,B,2026-07-03,mega,us,194.61224365234375,212.26248168945312,9.06943864674817,0.46986052125230277,8.599578125495867,8.419578125495867,0.18,1.8684779402593297,9.05074010848117,0.45263626893246034,8.59810383954871,8.204999225019579,SPY,0.46986052125230277,8.599578125495867,45.0,7
AMZN,B,2026-07-03,mega,us,242.6699981689453,254.9600067138672,5.064494431802669,0.46986052125230277,4.594633910550367,4.414633910550367,0.18,1.328827836638454,5.046482489190618,0.45263626893246034,4.593846220258158,4.445006815160995,SPY,0.46986052125230277,4.594633910550367,90.0,7
AAPL,H,2026-07-03,mega,us,308.3640441894531,327.2178039550781,6.114123913241195,0.46986052125230277,5.6442633919888925,5.464263391988893,0.18,0.6517820474835546,6.095932025290929,0.45263626893246034,5.6432957563584685,5.800911831160813,SPY,0.46986052125230277,5.6442633919888925,90.0,7
META,B,2026-07-03,mega,us,582.9000244140625,681.3099975585938,16.882821928761118,0.46986052125230277,16.412961407508813,16.232961407508814,0.18,1.580327982739347,16.862783887438958,0.45263626893246034,16.4101476185065,16.147470125642258,SPY,0.46986052125230277,16.412961407508813,90.0,7
TSM,B,2026-07-03,mega,us,434.1600036621094,419.4800109863281,-3.3812402229492666,0.46986052125230277,-3.8511007442015694,-4.031100744201569,0.18,2.3587353622041483,-3.3978042540785736,0.45263626893246034,-3.850440523011034,-4.4654534278257145,SPY,0.46986052125230277,-3.8511007442015694,45.0,7
0700.HK,B,2026-07-03,mega,hk,431.20001220703125,456.20001220703125,5.797773490784781,0.46986052125230277,5.327912969532479,5.147912969532479,0.18,,6.250494132416029,0.8084116674429431,5.442082464973086,,2800.HK,4.369751885991198,1.4280216047935834,90.0,7
DTE.DE,B,2026-07-03,large,eu,25.139999389648438,26.59000015258789,5.767704049891507,0.46986052125230277,5.297843528639205,5.0578435286392045,0.24,-0.1731864876424622,5.767704049891509,0.8084116674429431,4.959292382448566,5.907710027145138,EXS1.DE,-2.609310357963162,8.37701440785467,90.0,7
AVGO,B,2026-07-03,mega,us,360.45001220703125,394.2799987792969,9.385486316153802,0.46986052125230277,8.9156257949015,8.7356257949015,0.18,2.0957741432846664,9.36673359561988,0.45263626893246034,8.91409732668742,8.418110206878385,SPY,0.46986052125230277,8.9156257949015,90.0,7
9201.T,H,2026-07-03,mega,us,3050.0,2929.5,-3.9508196721311477,0.46986052125230277,-4.4206801933834505,-4.60068019338345,0.18,,-4.196040631371211,0.8084116674429431,-5.004452298814154,,SPY,0.46986052125230277,-4.4206801933834505,90.0,7
7012.T,B,2026-07-03,mega,us,2820.0,2690.0,-4.609929078014184,0.46986052125230277,-5.079789599266486,-5.259789599266486,0.18,,-4.853467280147916,0.8084116674429431,-5.661878947590859,,SPY,0.46986052125230277,-5.079789599266486,90.0,7
V,B,2026-07-03,mega,us,361.45849609375,354.4814758300781,-1.9302410481623522,0.46986052125230277,-2.400101569414655,-2.580101569414655,0.18,0.1473684828516752,-1.9470538342493349,0.45263626893246034,-2.399690103181795,-2.0137581544855543,SPY,0.46986052125230277,-2.400101569414655,90.0,7
NKE,S,2026-07-03,mid,us,43.627201080322266,42.3210563659668,-2.993876943768909,0.46986052125230277,-3.463737465021212,-3.8237374650212117,0.36,0.7776807144351872,-3.010507383299954,0.45263626893246034,-3.4631436522324144,-3.362513880302627,SPY,0.46986052125230277,-3.463737465021212,90.0,7
SPCX,S,2026-07-03,mega,us,162.0,135.27000427246094,-16.499997362678435,0.46986052125230277,-16.96985788393074,-17.14985788393074,0.18,,-16.514312353330073,0.45263626893246034,-16.966948622262535,,SPY,0.46986052125230277,-16.96985788393074,,7
MCD,H,2026-07-03,large,us,278.6493835449219,263.080078125,-5.587417858906514,0.46986052125230277,-6.057278380158817,-6.297278380158817,0.24,0.053157486275889586,-5.603603669541968,0.45263626893246034,-6.0562399384744285,-5.627664675795716,SPY,0.46986052125230277,-6.057278380158817,90.0,7
UCG.MI,H,2026-07-03,large,eu,81.95999908447266,82.1500015258789,0.23182338156253834,0.46986052125230277,-0.23803713968976442,-0.4780371396897644,0.24,1.1297455293780483,0.2318233815625348,0.8084116674429431,-0.5765882858804083,-0.6814760856281837,EXS1.DE,-2.609310357963162,2.8411337395257004,90.0,7
0175.HK,B,2026-07-03,large,hk,18.299999237060547,18.309999465942383,0.05464606174181586,0.46986052125230277,-0.4152144595104869,-0.655214459510487,0.24,,0.4827912113862354,0.8084116674429431,-0.32562045605670775,,2800.HK,4.369751885991198,-4.315105824249382,90.0,7
ACN,H,2026-07-03,mid,us,135.71810913085938,137.02000427246094,0.9592641320593963,0.46986052125230277,0.48940361080709355,0.12940361080709356,0.36,-0.27416423625546454,0.9419559778486297,0.45263626893246034,0.4893197089161694,1.0660526548220208,SPY,0.46986052125230277,0.48940361080709355,90.0,7
6702.T,H,2026-07-03,mega,us,3326.0,3378.0,1.5634395670475045,0.46986052125230277,1.0935790457952017,0.9135790457952018,0.18,,1.3041402790230139,0.8084116674429431,0.49572861158007075,,SPY,0.46986052125230277,1.0935790457952017,90.0,7
JPM,S,2026-07-03,mega,us,332.9700012207031,346.9100036621094,4.186564071928622,0.46986052125230277,3.716703550676319,3.536703550676319,0.18,0.47031010544122936,4.168702639071009,0.45263626893246034,3.716066370138549,3.955823227702859,SPY,0.46986052125230277,3.716703550676319,,7
GILD,B,2026-07-03,large,us,131.27000427246094,131.6999969482422,0.3275635421545102,0.46986052125230277,-0.14229697909779254,-0.38229697909779253,0.24,0.46547563802480774,0.3103636848030611,0.45263626893246034,-0.14227258412939925,0.09967252872855564,SPY,0.46986052125230277,-0.14229697909779254,90.0,7
AIR.PA,H,2026-07-03,large,eu,206.14999389648438,195.94000244140625,-4.952700343132168,0.46986052125230277,-5.4225608643844705,-5.662560864384471,0.24,0.9361416675288573,-4.952700343132166,0.8084116674429431,-5.7611120105751095,-5.709488189541987,EXS1.DE,-2.609310357963162,-2.343389985169006,90.0,7
7269.T,B,2026-07-03,mega,us,2110.0,2017.0,-4.407582938388625,0.46986052125230277,-4.8774434596409275,-5.057443459640927,0.18,,-4.651637745810266,0.8084116674429431,-5.460049413253209,,SPY,0.46986052125230277,-4.8774434596409275,45.0,7
TSLA,H,2026-07-03,mega,us,393.45001220703125,394.4599914550781,0.25669823782224954,0.46986052125230277,-0.21316228343005322,-0.3931622834300532,0.18,2.0278646615573033,0.23951052940656137,0.45263626893246034,-0.21312573952589897,-0.6783745649007228,SPY,0.46986052125230277,-0.21316228343005322,90.0,7
MU,H,2026-07-03,mega,us,975.4099731445312,904.280029296875,-7.292312546113015,0.46986052125230277,-7.7621730673653175,-7.942173067365317,0.18,3.620962798023447,-7.3082060747036826,0.45263626893246034,-7.760842343636143,-8.947185165544258,SPY,0.46986052125230277,-7.7621730673653175,90.0,7
8001.T,H,2026-07-03,mega,us,1888.5,1904.0,0.8207572147206778,0.46986052125230277,0.350896693468375,0.170896693468375,0.18,,0.5633540519752067,0.8084116674429431,-0.2450576154677364,,SPY,0.46986052125230277,0.350896693468375,90.0,7
SMSN.L,H,2026-07-03,large,eu,5040.0,4682.0,-7.103174603174603,0.46986052125230277,-7.573035124426905,-7.813035124426905,0.24,2.6102363478715738,-6.734951368591147,0.8084116674429431,-7.54336303603409,-8.845096886994185,ISF.L,-1.2892076293356305,-5.813966973838973,90.0,7
BARC.L,H,2026-07-03,mid,eu,522.2415771484375,519.8418579101562,-0.4595036747905604,0.46986052125230277,-0.9293641960428631,-1.2893641960428632,0.36,0.9151329561018213,-0.064946343338812,0.8084116674429431,-0.8733580107817551,-0.8047505023130751,ISF.L,-1.2892076293356305,0.8297039545450701,90.0,7
ETOR,H,2026-07-03,small,us,40.470001220703125,38.529998779296875,-4.793680214701373,0.46986052125230277,-5.263540735953676,-5.863540735953675,0.6,1.3526423556969946,-4.810002101343969,0.45263626893246034,-5.262638370276429,-5.422257090426671,SPY,0.46986052125230277,-5.263540735953676,90.0,7
FISV,S,2026-07-03,mid,us,52.33000183105469,50.36000061035156,-3.764573192760808,0.46986052125230277,-4.234433714013111,-4.594433714013111,0.36,0.11599257068940716,-3.781071506432554,0.45263626893246034,-4.233707775365014,-3.833573950853292,SPY,0.46986052125230277,-4.234433714013111,90.0,7
2020.HK,B,2026-07-03,large,hk,71.30171203613281,72.42881774902344,1.5807554695453225,0.46986052125230277,1.1108949482930197,0.8708949482930197,0.24,,2.0154310139939513,0.8084116674429431,1.2070193465510082,,2800.HK,4.369751885991198,-2.788996416445875,90.0,7
9988.HK,H,2026-07-03,mega,hk,94.0999984741211,110.80000305175781,17.74708272947472,0.46986052125230277,17.277222208222415,17.097222208222416,0.18,,18.250935817159373,0.8084116674429431,17.44252414971643,,2800.HK,4.369751885991198,13.377330843483522,90.0,7
NOW,H,2026-07-03,large,us,106.31999969482422,104.7300033569336,-1.4954818871844184,0.46986052125230277,-1.9653424084367213,-2.2053424084367212,0.24,0.6455356130652977,-1.512369207081321,0.45263626893246034,-1.9650054760137814,-1.8045620384422258,SPY,0.46986052125230277,-1.9653424084367213,90.0,7
CADLR.OL,H,2026-07-03,mid,eu,57.54999923706055,56.70000076293945,-1.4769739103206088,0.46986052125230277,-1.9468344315729116,-2.3068344315729115,0.36,0.7274238802346681,-0.3585054395914167,0.8084116674429431,-1.1669171070343598,-0.9465633915497405,EXS1.DE,-2.609310357963162,1.1323364476425533,90.0,7
SAN.MC,H,2026-07-03,large,eu,12.418000221252441,11.984000205993652,-3.4949267798854744,0.46986052125230277,-3.964787301137777,-4.204787301137777,0.24,0.926155145336795,-3.4949267798854766,0.8084116674429431,-4.30333844732842,-4.243641405238057,EXS1.DE,-2.609310357963162,-0.8856164219223124,,7
PR,H,2026-07-03,mid,us,18.200000762939453,19.59000015258789,7.637358963626443,0.46986052125230277,7.167498442374141,6.807498442374141,0.36,-0.8150774123807799,7.618905936816089,0.45263626893246034,7.166269667883629,7.98783953564725,SPY,0.46986052125230277,7.167498442374141,90.0,7
1398.HK,H,2026-07-03,mega,hk,6.429999828338623,6.820000171661377,6.065324319355725,0.46986052125230277,5.595463798103423,5.415463798103423,0.18,,6.51918984125035,0.8084116674429431,5.710778173807407,,2800.HK,4.369751885991198,1.6955724333645277,90.0,7
AMD,H,2026-07-03,mega,us,517.8200073242188,529.1400146484375,2.1860892132603595,0.46986052125230277,1.7162286920080567,1.5362286920080568,0.18,3.2373638519617813,2.168570735827857,0.45263626893246034,1.7159344668953969,0.7032224406990586,SPY,0.46986052125230277,1.7162286920080567,90.0,7
EMAAR.AE,B,2026-07-03,large,us,11.9399995803833,11.5600004196167,-3.1825726475813054,0.46986052125230277,-3.6524331688336082,-3.892433168833608,0.24,0.6219731544988293,-3.584031989659242,0.05325614323361538,-3.6372881328928575,-3.617155881062695,SPY,0.46986052125230277,-3.6524331688336082,90.0,7
0027.HK,B,2026-07-03,large,hk,29.422977447509766,30.319900512695312,3.0483762793403444,0.46986052125230277,2.5785157580880416,2.3385157580880414,0.24,,3.489331939265483,0.8084116674429431,2.68092027182254,,2800.HK,4.369751885991198,-1.3213756066508533,90.0,7
NVDA,B,2026-07-04,mega,us,194.61224365234375,212.26248168945312,9.06943864674817,0.46986052125230277,8.599578125495867,8.419578125495867,0.18,1.8684779402593297,9.194182820786168,0.584769242906491,8.609413577879677,8.10155439027324,SPY,0.46986052125230277,8.599578125495867,45.0,7
GOOG,B,2026-07-04,mega,us,355.94891357421875,369.96978759765625,3.9390130124709635,0.46986052125230277,3.4691524912186606,3.2891524912186605,0.18,1.5149349472034432,4.057889450173735,0.584769242906491,3.473120207267244,3.1720020880449926,SPY,0.46986052125230277,3.4691524912186606,45.0,7
MSFT,B,2026-07-04,mega,us,389.7562561035156,394.8866271972656,1.3163024360505509,0.46986052125230277,0.846441914798248,0.6664419147982481,0.18,0.6803069493532307,1.4321792446302828,0.584769242906491,0.8474100017237918,1.0343566649129696,SPY,0.46986052125230277,0.846441914798248,90.0,7
AMZN,B,2026-07-04,mega,us,242.6699981689453,254.9600067138672,5.064494431802669,0.46986052125230277,4.594633910550367,4.414633910550367,0.18,1.328827836638454,5.184658097640016,0.584769242906491,4.599888854733525,4.4076004496558765,SPY,0.46986052125230277,4.594633910550367,90.0,7
AAPL,H,2026-07-04,mega,us,308.3640441894531,327.2178039550781,6.114123913241195,0.46986052125230277,5.6442633919888925,5.464263391988893,0.18,0.6517820474835546,6.235488054338467,0.584769242906491,5.650718811431976,5.854345959891466,SPY,0.46986052125230277,5.6442633919888925,90.0,7
META,B,2026-07-04,mega,us,582.9000244140625,681.3099975585938,16.882821928761118,0.46986052125230277,16.412961407508813,16.232961407508814,0.18,1.580327982739347,17.016502373637678,0.584769242906491,16.43173313073119,16.092375175627247,SPY,0.46986052125230277,16.412961407508813,90.0,7
TSM,B,2026-07-04,mega,us,434.1600036621094,419.4800109863281,-3.3812402229492666,0.46986052125230277,-3.8511007442015694,-4.031100744201569,0.18,2.3587353622041483,-3.2707360566630594,0.584769242906491,-3.8555052995695505,-4.650051948635947,SPY,0.46986052125230277,-3.8511007442015694,45.0,7
AVGO,B,2026-07-04,mega,us,360.45001220703125,394.2799987792969,9.385486316153802,0.46986052125230277,8.9156257949015,8.7356257949015,0.18,2.0957741432846664,9.510591958133375,0.584769242906491,8.925822715226884,8.285047699061801,SPY,0.46986052125230277,8.9156257949015,90.0,7
DTE.DE,B,2026-07-04,large,eu,25.139999389648438,26.610000610351562,5.847260367509826,0.46986052125230277,5.377399846257523,5.137399846257523,0.24,-0.1731864876424622,5.847260367509821,0.584769242906491,5.26249112460333,5.9485344987701385,EXS1.DE,-3.125004257474566,8.97226462498439,90.0,7
0700.HK,B,2026-07-04,mega,hk,431.20001220703125,474.0,9.92578538527946,0.46986052125230277,9.455924864027157,9.275924864027157,0.18,,10.120139880338709,0.584769242906491,9.535370637432218,,2800.HK,4.235882313103794,5.689903072175666,90.0,7
9201.T,H,2026-07-04,mega,us,3050.0,2913.0,-4.491803278688525,0.46986052125230277,-4.961663799940827,-5.141663799940827,0.18,,-4.822722925160628,0.584769242906491,-5.407492168067119,,SPY,0.46986052125230277,-4.961663799940827,90.0,7
AMD,H,2026-07-04,mega,us,517.8200073242188,529.1400146484375,2.1860892132603595,0.46986052125230277,1.7162286920080567,1.5362286920080568,0.18,3.2373638519617813,2.3029608085966657,0.584769242906491,1.7181915656901747,0.40984999987213344,SPY,0.46986052125230277,1.7162286920080567,90.0,7
V,B,2026-07-04,mega,us,361.45849609375,354.4814758300781,-1.9302410481623522,0.46986052125230277,-2.400101569414655,-2.580101569414655,0.18,0.1473684828516752,-1.8180773547360585,0.584769242906491,-2.4028465976425495,-1.9042539108815109,SPY,0.46986052125230277,-2.400101569414655,90.0,7
UCG.MI,H,2026-07-04,large,eu,81.95999908447266,81.29000091552734,-0.8174697125786619,0.46986052125230277,-1.2873302338309647,-1.5273302338309647,0.24,1.1297455293780483,-0.8174697125786667,0.584769242906491,-1.4022389554851578,-1.478110150470061,EXS1.DE,-3.125004257474566,2.307534544895904,90.0,7
ACN,H,2026-07-04,mid,us,135.71810913085938,137.02000427246094,0.9592641320593963,0.46986052125230277,0.48940361080709355,0.12940361080709356,0.36,-0.27416423625546454,1.0747325911611982,0.584769242906491,0.4899633482547072,1.2350554040283426,SPY,0.46986052125230277,0.48940361080709355,90.0,7
7269.T,B,2026-07-04,mega,us,2110.0,2025.5,-4.004739336492891,0.46986052125230277,-4.4745998577451935,-4.654599857745193,0.18,,-4.337346576628098,0.584769242906491,-4.922115819534589,,SPY,0.46986052125230277,-4.4745998577451935,45.0,7
GILD,B,2026-07-04,large,us,131.27000427246094,131.6999969482422,0.3275635421545102,0.46986052125230277,-0.14229697909779254,-0.38229697909779253,0.24,0.46547563802480774,0.4423095168527347,0.584769242906491,-0.14245972605375634,0.17011368041355202,SPY,0.46986052125230277,-0.14229697909779254,90.0,7
JPM,S,2026-07-04,mega,us,332.9700012207031,346.9100036621094,4.186564071928622,0.46986052125230277,3.716703550676319,3.536703550676319,0.18,0.47031010544122936,4.3057236370851015,0.584769242906491,3.7209543941786105,4.030700752794962,SPY,0.46986052125230277,3.716703550676319,,7
SMSN.L,H,2026-07-04,large,eu,5040.0,4402.0,-12.658730158730158,0.46986052125230277,-13.12859067998246,-13.36859067998246,0.24,2.6102363478715738,-12.274636464925736,0.584769242906491,-12.859405707832227,-13.8010223978776,ISF.L,-1.0804506497836095,-11.57827950894655,90.0,7
MCD,H,2026-07-04,large,us,278.6493835449219,263.080078125,-5.587417858906514,0.46986052125230277,-6.057278380158817,-6.297278380158817,0.24,0.053157486275889586,-5.479436927454861,0.584769242906491,-6.064206170361352,-5.510521790459225,SPY,0.46986052125230277,-6.057278380158817,90.0,7
TSLA,H,2026-07-04,mega,us,393.45001220703125,394.4599914550781,0.25669823782224954,0.46986052125230277,-0.21316228343005322,-0.3931622834300532,0.18,2.0278646615573033,0.3713631629252312,0.584769242906491,-0.21340607998125982,-0.8144697199304607,SPY,0.46986052125230277,-0.21316228343005322,90.0,7
7012.T,B,2026-07-04,mega,us,2820.0,2725.5,-3.351063829787234,0.46986052125230277,-3.8209243510395368,-4.0009243510395365,0.18,,-3.6859359442998563,0.584769242906491,-4.270705187206348,,SPY,0.46986052125230277,-3.8209243510395368,90.0,7
NKE,S,2026-07-04,mid,us,43.627201080322266,42.3210563659668,-2.993876943768909,0.46986052125230277,-3.463737465021212,-3.8237374650212117,0.36,0.7776807144351872,-2.882929744925522,0.584769242906491,-3.467698987832013,-3.3376935075287655,SPY,0.46986052125230277,-3.463737465021212,90.0,7
8001.T,H,2026-07-04,mega,us,1888.5,1936.0,2.5152237225311094,0.46986052125230277,2.0453632012788066,1.8653632012788066,0.18,,2.1600259200717176,0.584769242906491,1.5752566771652265,,SPY,0.46986052125230277,2.0453632012788066,90.0,7
6702.T,H,2026-07-04,mega,us,3326.0,3218.0,-3.2471437161755863,0.46986052125230277,-3.717004237427889,-3.8970042374278893,0.18,,-3.5823758961950114,0.584769242906491,-4.167145139101502,,SPY,0.46986052125230277,-3.717004237427889,90.0,7
0175.HK,B,2026-07-04,large,hk,18.299999237060547,18.399999618530273,0.5464501947475994,0.46986052125230277,0.0765896734952966,-0.16341032650470338,0.24,,0.7242215382873285,0.584769242906491,0.13945229538083748,,2800.HK,4.235882313103794,-3.6894321183561942,90.0,7
MU,H,2026-07-04,mega,us,975.4099731445312,904.280029296875,-7.292312546113015,0.46986052125230277,-7.7621730673653175,-7.942173067365317,0.18,3.620962798023447,-7.18628152549079,0.584769242906491,-7.771050768397281,-9.30370919948353,SPY,0.46986052125230277,-7.7621730673653175,90.0,7
SAN.MC,H,2026-07-04,large,eu,12.418000221252441,11.968000411987305,-3.623770343432568,0.46986052125230277,-4.0936308646848705,-4.333630864684871,0.24,0.926155145336795,-3.623770343432564,0.584769242906491,-4.208539586339056,-4.165357386585113,EXS1.DE,-3.125004257474566,-0.4987660859580023,,7
BARC.L,H,2026-07-04,mid,eu,522.2415771484375,524.4413452148438,0.42121657153716174,0.46986052125230277,-0.04864394971514102,-0.408643949715141,0.36,0.9151329561018213,0.862830897495459,0.584769242906491,0.27806165458896803,0.3276892915970179,ISF.L,-1.0804506497836095,1.5016672213207714,90.0,7
NOW,H,2026-07-04,large,us,106.31999969482422,104.7300033569336,-1.4954818871844184,0.46986052125230277,-1.9653424084367213,-2.2053424084367212,0.24,0.6455356130652977,-1.3828209538977565,0.584769242906491,-1.9675901968042475,-1.7603103256191281,SPY,0.46986052125230277,-1.9653424084367213,90.0,7
FISV,S,2026-07-04,mid,us,52.33000183105469,50.36000061035156,-3.764573192760808,0.46986052125230277,-4.234433714013111,-4.594433714013111,0.36,0.11599257068940716,-3.6545074495131225,0.584769242906491,-4.2392766924196135,-3.7223363372579445,SPY,0.46986052125230277,-4.234433714013111,90.0,7
ETOR,H,2026-07-04,small,us,40.470001220703125,38.529998779296875,-4.793680214701373,0.46986052125230277,-5.263540735953676,-5.863540735953675,0.6,1.3526423556969946,-4.6847914749025055,0.584769242906491,-5.2695607178089965,-5.47577512116669,SPY,0.46986052125230277,-5.263540735953676,90.0,7
PR,H,2026-07-04,mid,us,18.200000762939453,19.59000015258789,7.637358963626443,0.46986052125230277,7.167498442374141,6.807498442374141,0.36,-0.8150774123807799,7.760465248999715,0.584769242906491,7.175696006093224,8.237097450347806,SPY,0.46986052125230277,7.167498442374141,90.0,7
