symbol,instrumentDisplayName,instrumentId,numPositions,totalInvestmentPct,avgOpenRate,totalNetProfit,totalNetProfitPct,earliestOpenTimestamp,isBuy,leverage,instrumentTypeId,exchangeId,exchangeName,stocksIndustryId,isInternalInstrument
MSFT,Microsoft,1004,23,8.780269,438.3001,-129.159,-14.71,2023-04-24T13:30:04.057Z,True,1,5,4,NASDAQ,8,False
GOOG,Alphabet,1002,7,7.628468,306.8915,66.793,8.756,2025-11-04T19:20:44.977Z,True,1,5,4,NASDAQ,8,False
GLD,SPDR Gold,3025,9,7.042894,398.0824,-52.221,-7.415,2025-10-24T15:38:00.193Z,True,1,6,5,NASDAQ,4,False
NVDA,NVIDIA Corporation,1137,22,6.667393,169.5991,3247.572,487.083,2023-04-24T13:30:35.503Z,True,1,5,4,NASDAQ,8,False
AMZN,Amazon.com Inc,1005,22,5.428802,207.9578,834.412,153.701,2023-04-24T13:30:44.163Z,True,1,5,4,NASDAQ,7,False
AAPL,Apple,1001,11,4.883178,262.8583,312.659,64.028,2025-07-23T14:36:35.54Z,True,1,5,4,NASDAQ,3,False
META,Meta Platforms Inc,1003,12,4.143163,663.0148,-78.435,-18.931,2025-07-09T13:39:09.587Z,True,1,5,4,NASDAQ,8,False
LYXGRE.DE,Amundi MSCI Greece UCITS ETF,10651,12,4.084858,2.0808,545.956,133.653,2024-06-14T13:01:27.39Z,True,1,6,38,Xetra,4,False
UVXY,ProShares Ultra VIX Short-Term Futures ETF,3246,4,3.753025,34.1674,-123.645,-32.945,2026-05-01T15:28:15.663Z,True,1,6,20,eToro,4,False
TSM,Taiwan Semiconductor Manufacturing Co Ltd - ADR,4481,4,3.286777,380.4228,81.507,24.798,2025-10-16T18:50:20.063Z,True,1,5,5,NASDAQ,8,False
0700.HK,Tencent,2339,6,1.87816,529.71,-46.822,-24.93,2025-03-31T07:12:57.88Z,True,1,5,21,HKEX,7,False
DTE.DE,Deutsche Telekom AG,1207,2,1.878158,29.61,-23.116,-12.308,2026-02-20T11:56:13.1Z,True,1,5,6,Xetra,8,False
MU,"Micron Technology, Inc.",1130,2,1.877959,1051.3867,-10.826,-5.765,2026-06-24T20:36:14.73Z,True,1,5,4,NASDAQ,8,False
AVGO,Broadcom Inc,4236,2,1.877012,391.1999,-3.758,-2.002,2026-06-09T15:55:39.087Z,True,1,5,4,NASDAQ,8,False
9201.T,Japan Airlines Co. Ltd.,14710,3,1.001411,2596.9562,27.06,27.022,2026-06-11T06:26:00.36Z,True,1,5,56,Tokyo,1,False
7012.T,Kawasaki Heavy Industries Ltd.,14641,2,0.947074,2866.1301,-14.998,-15.836,2026-06-15T02:31:00.367Z,True,1,5,56,Tokyo,1,False
RPRX,Royalty Pharma PLC,6520,1,0.939079,56.3244,3.738,3.981,2026-07-14T13:44:40.247Z,True,1,5,4,NASDAQ,3,False
V,Visa,1046,1,0.939079,318.6365,11.478,12.223,2026-04-21T10:04:24.103Z,True,1,5,5,NASDAQ,4,False
NKE,NIKE,1042,1,0.939079,45.6047,-6.04,-6.432,2026-04-15T12:49:18.557Z,True,1,5,5,NASDAQ,3,False
MCD,McDonald's,1025,1,0.939079,275.7,-4.128,-4.395,2026-05-13T11:42:57.193Z,True,1,5,5,NASDAQ,7,False
UCG.MI,UniCredit Commercial Bank,1307,1,0.939079,73.16,10.899,11.606,2026-06-12T12:39:58.723Z,True,1,5,11,CBOE EU,4,False
VOW.DE,VOLKSWAGEN AG,3659,1,0.939079,77.25,-3.529,-3.758,2026-07-06T13:02:08.973Z,True,1,5,6,Xetra,3,False
0175.HK,Geely Automobile Holdings Ltd,2360,1,0.939079,19.7,-5.704,-6.074,2026-06-15T01:30:11.923Z,True,1,5,21,HKEX,3,False
6702.T,Fujitsu Ltd.,14619,1,0.939079,3423.18,-7.142,-7.606,2026-05-27T00:03:51.82Z,True,1,5,56,Tokyo,1,False
IBM,International Business Machines Corporation (IBM),1020,1,0.939067,222.4671,-5.087,-5.417,2026-07-14T13:48:57.643Z,True,1,5,5,NASDAQ,8,False
JPM,JPMorgan Chase & Co,1023,1,0.939059,325.1427,5.652,6.019,2026-01-12T08:39:20.657Z,True,1,5,5,NASDAQ,4,False
7269.T,Suzuki Motor Corp.,14651,1,0.938966,1960.25,3.043,3.24,2026-05-27T00:06:46.973Z,True,1,5,56,Tokyo,1,False
NFLX,"Netflix, Inc.",1127,1,0.938952,73.85,-7.786,-8.292,2026-07-16T19:36:13.633Z,True,1,5,4,NASDAQ,7,False
TSLA,"Tesla Motors, Inc.",1111,1,0.938888,393.01,-3.583,-3.816,2026-06-09T15:57:06.387Z,True,1,5,4,NASDAQ,3,False
8001.T,ITOCHU Corp.,14667,1,0.93872,1928.75,-0.774,-0.824,2026-05-27T00:02:57.343Z,True,1,5,56,Tokyo,1,False
SMSN.L,Samsung Electronics Co Ltd - GDR,2175,1,0.937947,4968.0,-7.609,-8.112,2026-07-01T13:12:48.773Z,True,1,5,7,LSE PLC,8,False
BARC.L,Barclays,2013,1,0.469596,468.55,11.27,23.999,2026-06-12T12:41:32.623Z,True,1,5,7,LSE PLC,4,False
NEM,Newmont Mining Corp,1757,1,0.46954,92.44,0.898,1.912,2026-07-14T00:05:39.82Z,True,1,5,5,NASDAQ,1,False
ETOR,eToro Group LTD,12200,1,0.46954,40.65,-6.986,-14.879,2026-06-26T17:17:57.44Z,True,1,5,4,NASDAQ,4,False
2020.HK,ANTA Sports Products Ltd,2384,1,0.46954,76.95,-0.268,-0.571,2026-06-15T01:30:13.33Z,True,1,5,21,HKEX,3,False
ISP.MI,Intesa Sanpaolo Group,1288,1,0.46954,6.325,0.216,0.46,2026-07-14T13:46:40.263Z,True,1,5,11,CBOE EU,4,False
9988.HK,Alibaba Group Holding Ltd (Hong Kong),2402,1,0.46954,99.7,17.455,37.175,2026-06-24T06:46:15.653Z,True,1,5,21,HKEX,7,False
SAN.MC,Banco Santander SA,7615,1,0.469527,10.866,7.745,16.496,2026-06-12T12:39:40.313Z,True,1,5,10,CBOE EU,4,False
SBMO.NV,SBM Offshore NV,4534,1,0.469515,32.66,-0.945,-2.013,2026-07-14T07:00:18.167Z,True,1,5,30,Euronext,9,False
KAP.L,Nac Kazatomprom Jsc-Gdr Regs,11192,1,0.468878,70.8,-5.226,-11.146,2026-07-06T09:45:43.573Z,True,1,5,7,LSE PLC,1,False
1398.HK,Industrial And Commercial Bank of China,2302,1,0.449519,6.65,5.729,12.744,2026-06-29T04:00:00.267Z,True,1,5,21,HKEX,4,False
1585.HK,Yadea Group Holdings Ltd,2405,1,0.42513,9.5,8.765,20.618,2026-07-07T04:00:00.493Z,True,1,5,21,HKEX,3,False
EMAAR.AE,Emaar Properties PJSC,10002,1,0.422586,12.58,-11.44,-27.07,2026-06-17T09:02:33.383Z,True,1,5,39,DFM,4,False
0027.HK,Galaxy Entertainment Group Ltd,2358,1,0.33286,30.0,5.578,16.759,2026-06-24T09:31:03.097Z,True,1,5,21,HKEX,3,False
