symbol,instrumentDisplayName,instrumentId,numPositions,totalInvestmentPct,avgOpenRate,totalNetProfit,totalNetProfitPct,earliestOpenTimestamp,isBuy,leverage,instrumentTypeId,exchangeId,exchangeName,stocksIndustryId,isInternalInstrument
GOOG,Alphabet,1002,8,8.538281,305.3962,122.273,14.321,2025-11-04T19:20:44.977Z,True,1,5,4,NASDAQ,8,False
MSFT,Microsoft,1004,22,7.814545,437.7277,350.338,44.832,2023-04-24T13:30:04.057Z,True,1,5,4,NASDAQ,8,False
NVDA,NVIDIA Corporation,1137,23,7.58062,172.6349,3616.844,477.117,2023-04-24T13:30:35.503Z,True,1,5,4,NASDAQ,8,False
GLD,SPDR Gold,3025,9,7.018961,398.0824,-12.0,-1.71,2025-10-24T15:38:00.193Z,True,1,6,5,NASDAQ,4,False
AAPL,Apple,1001,10,5.147348,281.2758,173.674,33.741,2025-09-08T16:59:47.893Z,True,1,5,4,NASDAQ,3,False
UVXY,ProShares Ultra VIX Short-Term Futures ETF,3246,5,4.67607,26.6873,-73.14,-15.641,2026-05-21T13:55:38.323Z,True,1,6,20,eToro,4,False
META,Meta Platforms Inc,1003,12,4.129083,663.0148,-168.44,-40.794,2025-07-09T13:39:09.587Z,True,1,5,4,NASDAQ,8,False
LYXGRE.DE,Amundi MSCI Greece UCITS ETF,10651,12,4.070976,2.0808,652.569,160.298,2024-06-14T13:01:27.39Z,True,1,6,38,Xetra,4,False
AMZN,Amazon.com Inc,1005,20,4.00684,197.7621,1125.217,280.824,2023-04-24T13:30:44.163Z,True,1,5,4,NASDAQ,7,False
TSM,Taiwan Semiconductor Manufacturing Co Ltd - ADR,4481,5,3.743552,385.1199,68.553,18.312,2025-10-16T18:50:20.063Z,True,1,5,5,NASDAQ,8,False
MU,"Micron Technology, Inc.",1130,4,3.27541,997.8663,-36.206,-11.054,2026-06-24T20:36:14.73Z,True,1,5,4,NASDAQ,8,False
DTE.DE,Deutsche Telekom AG,1207,2,1.871776,29.61,-16.152,-8.629,2026-02-20T11:56:13.1Z,True,1,5,6,Xetra,8,False
NKE,NIKE,1042,2,1.871776,43.7042,-6.426,-3.433,2026-04-15T12:49:18.557Z,True,1,5,5,NASDAQ,3,False
AVGO,Broadcom Inc,4236,2,1.870634,391.1999,14.477,7.739,2026-06-09T15:55:39.087Z,True,1,5,4,NASDAQ,8,False
0700.HK,Tencent,2339,5,1.731393,535.4595,-33.428,-19.307,2025-03-31T07:12:57.88Z,True,1,5,21,HKEX,7,False
V,Visa,1046,2,1.403832,332.7577,16.131,11.491,2026-04-21T10:04:24.103Z,True,1,5,5,NASDAQ,4,False
UCG.MI,UniCredit Commercial Bank,1307,2,1.403832,76.5567,18.51,13.185,2026-06-12T12:39:58.723Z,True,1,5,11,CBOE EU,4,False
ROP.ZU,Roche Holding Ltd,1402,2,1.403821,359.8333,3.374,2.403,2026-07-27T11:00:57.837Z,True,1,5,12,CBOE EU,3,False
