symbol,instrumentDisplayName,instrumentId,numPositions,totalInvestmentPct,avgOpenRate,totalNetProfit,totalNetProfitPct,earliestOpenTimestamp,isBuy,leverage,instrumentTypeId,exchangeId,exchangeName,stocksIndustryId,isInternalInstrument
GOOG,Alphabet,1002,9,9.053661,310.2033,1.978,0.218,2025-11-04T19:20:44.977Z,True,1,5,4,NASDAQ,8,False
MSFT,Microsoft,1004,23,8.796631,438.3001,-193.927,-22.046,2023-04-24T13:30:04.057Z,True,1,5,4,NASDAQ,8,False
GLD,SPDR Gold,3025,9,7.056018,398.0824,-50.665,-7.18,2025-10-24T15:38:00.193Z,True,1,6,5,NASDAQ,4,False
NVDA,NVIDIA Corporation,1137,22,6.679815,169.5991,3322.077,497.331,2023-04-24T13:30:35.503Z,True,1,5,4,NASDAQ,8,False
AAPL,Apple,1001,12,5.833106,274.1388,362.722,62.183,2025-07-23T14:36:35.54Z,True,1,5,4,NASDAQ,3,False
AMZN,Amazon.com Inc,1005,22,5.438917,207.9578,686.283,126.18,2023-04-24T13:30:44.163Z,True,1,5,4,NASDAQ,7,False
META,Meta Platforms Inc,1003,12,4.150884,663.0148,-149.353,-35.981,2025-07-09T13:39:09.587Z,True,1,5,4,NASDAQ,8,False
LYXGRE.DE,Amundi MSCI Greece UCITS ETF,10651,12,4.09247,2.0808,545.114,133.199,2024-06-14T13:01:27.39Z,True,1,6,38,Xetra,4,False
TSM,Taiwan Semiconductor Manufacturing Co Ltd - ADR,4481,5,3.763317,385.1199,63.212,16.797,2025-10-16T18:50:20.063Z,True,1,5,5,NASDAQ,8,False
MU,"Micron Technology, Inc.",1130,3,2.822288,1025.9227,-21.377,-7.574,2026-06-24T20:36:14.73Z,True,1,5,4,NASDAQ,8,False
UVXY,ProShares Ultra VIX Short-Term Futures ETF,3246,3,2.819219,33.5428,-75.64,-26.83,2026-05-18T14:25:24.763Z,True,1,6,20,eToro,4,False
0700.HK,Tencent,2339,6,1.881659,529.71,-93.469,-49.674,2025-03-31T07:12:57.88Z,True,1,5,21,HKEX,7,False
DTE.DE,Deutsche Telekom AG,1207,2,1.881658,29.61,-25.362,-13.479,2026-02-20T11:56:13.1Z,True,1,5,6,Xetra,8,False
NKE,NIKE,1042,2,1.881658,43.7042,-8.397,-4.463,2026-04-15T12:49:18.557Z,True,1,5,5,NASDAQ,3,False
AVGO,Broadcom Inc,4236,2,1.880509,391.1999,-1.164,-0.619,2026-06-09T15:55:39.087Z,True,1,5,4,NASDAQ,8,False
V,Visa,1046,2,1.411244,332.7577,9.916,7.026,2026-04-21T10:04:24.103Z,True,1,5,5,NASDAQ,4,False
UCG.MI,UniCredit Commercial Bank,1307,2,1.411244,76.5567,4.195,2.972,2026-06-12T12:39:58.723Z,True,1,5,11,CBOE EU,4,False
7012.T,Kawasaki Heavy Industries Ltd.,14641,2,0.948839,2866.1301,-14.793,-15.591,2026-06-15T02:31:00.367Z,True,1,5,56,Tokyo,1,False
T.US,AT&T Inc,1030,1,0.940829,23.1268,3.905,4.151,2026-07-22T11:37:35.523Z,True,1,5,5,NASDAQ,8,False
RPRX,Royalty Pharma PLC,6520,1,0.940829,56.3244,4.413,4.691,2026-07-14T13:44:40.247Z,True,1,5,4,NASDAQ,3,False
TPL,Texas Pacific Land Corporation,8869,1,0.940829,422.7935,-0.871,-0.926,2026-07-24T17:22:16.46Z,True,1,5,5,NASDAQ,1,False
LLY,Eli Lilly & Co,1567,1,0.940829,1205.96,-0.865,-0.919,2026-07-24T14:17:57.01Z,True,1,5,5,NASDAQ,5,False
MCD,McDonald's,1025,1,0.940829,275.7,-4.244,-4.511,2026-05-13T11:42:57.193Z,True,1,5,5,NASDAQ,7,False
VOW.DE,VOLKSWAGEN AG,3659,1,0.940829,77.25,-5.787,-6.151,2026-07-06T13:02:08.973Z,True,1,5,6,Xetra,3,False
0175.HK,Geely Automobile Holdings Ltd,2360,1,0.940829,19.7,-3.43,-3.646,2026-06-15T01:30:11.923Z,True,1,5,21,HKEX,3,False
6702.T,Fujitsu Ltd.,14619,1,0.940829,3423.18,-3.529,-3.751,2026-05-27T00:03:51.82Z,True,1,5,56,Tokyo,1,False
IBM,International Business Machines Corporation (IBM),1020,1,0.940817,222.4671,-3.667,-3.897,2026-07-14T13:48:57.643Z,True,1,5,5,NASDAQ,8,False
JPM,JPMorgan Chase & Co,1023,1,0.940808,325.1427,8.537,9.074,2026-01-12T08:39:20.657Z,True,1,5,5,NASDAQ,4,False
7269.T,Suzuki Motor Corp.,14651,1,0.940715,1960.25,0.08,0.085,2026-05-27T00:06:46.973Z,True,1,5,56,Tokyo,1,False
NFLX,"Netflix, Inc.",1127,1,0.940702,73.85,-4.997,-5.312,2026-07-16T19:36:13.633Z,True,1,5,4,NASDAQ,7,False
TSLA,"Tesla Motors, Inc.",1111,1,0.940637,393.01,-19.786,-21.034,2026-06-09T15:57:06.387Z,True,1,5,4,NASDAQ,3,False
8001.T,ITOCHU Corp.,14667,1,0.94047,1928.75,-0.666,-0.708,2026-05-27T00:02:57.343Z,True,1,5,56,Tokyo,1,False
SMSN.L,Samsung Electronics Co Ltd - GDR,2175,1,0.939694,4968.0,-14.13,-15.037,2026-07-01T13:12:48.773Z,True,1,5,7,LSE PLC,8,False
EXEL,Exelixis Inc,6084,1,0.772138,55.4996,-0.27,-0.349,2026-07-22T13:46:47.86Z,True,1,5,4,NASDAQ,3,False
MAS,Masco Corp,1719,1,0.772138,77.5983,2.167,2.807,2026-07-22T13:33:25.223Z,True,1,5,5,NASDAQ,6,False
BARC.L,Barclays,2013,1,0.470471,468.55,11.586,24.626,2026-06-12T12:41:32.623Z,True,1,5,7,LSE PLC,4,False
HALO,Halozyme Therapeutics Inc,6438,1,0.470415,82.9553,-1.272,-2.704,2026-07-24T13:30:13.61Z,True,1,5,4,NASDAQ,3,False
NEM,Newmont Mining Corp,1757,1,0.470415,92.44,0.725,1.541,2026-07-14T00:05:39.82Z,True,1,5,5,NASDAQ,1,False
ETOR,eToro Group LTD,12200,1,0.470415,40.65,-9.569,-20.342,2026-06-26T17:17:57.44Z,True,1,5,4,NASDAQ,4,False
2020.HK,ANTA Sports Products Ltd,2384,1,0.470415,76.95,-1.705,-3.625,2026-06-15T01:30:13.33Z,True,1,5,21,HKEX,3,False
ISP.MI,Intesa Sanpaolo Group,1288,1,0.470415,6.325,1.056,2.244,2026-07-14T13:46:40.263Z,True,1,5,11,CBOE EU,4,False
SAN.MC,Banco Santander SA,7615,1,0.470402,10.866,8.441,17.944,2026-06-12T12:39:40.313Z,True,1,5,10,CBOE EU,4,False
SBMO.NV,SBM Offshore NV,4534,1,0.47039,32.66,3.292,6.999,2026-07-14T07:00:18.167Z,True,1,5,30,Euronext,9,False
8750.T,Dai-ichi Life Holdings Inc.,14691,1,0.47039,1910.9,0.817,1.736,2026-07-24T05:39:23.85Z,True,1,5,56,Tokyo,1,False
KAP.L,Nac Kazatomprom Jsc-Gdr Regs,11192,1,0.469751,70.8,-6.78,-14.432,2026-07-06T09:45:43.573Z,True,1,5,7,LSE PLC,1,False
1398.HK,Industrial And Commercial Bank of China,2302,1,0.450357,6.65,7.825,17.375,2026-06-29T04:00:00.267Z,True,1,5,21,HKEX,4,False
1585.HK,Yadea Group Holdings Ltd,2405,1,0.425922,9.5,7.071,16.602,2026-07-07T04:00:00.493Z,True,1,5,21,HKEX,3,False
EMAAR.AE,Emaar Properties PJSC,10002,1,0.423373,12.58,-12.076,-28.522,2026-06-17T09:02:33.383Z,True,1,5,39,DFM,4,False
0027.HK,Galaxy Entertainment Group Ltd,2358,1,0.333481,30.0,5.236,15.7,2026-06-24T09:31:03.097Z,True,1,5,21,HKEX,3,False
