symbol,instrumentDisplayName,instrumentId,numPositions,totalInvestmentPct,avgOpenRate,totalNetProfit,totalNetProfitPct,earliestOpenTimestamp,isBuy,leverage,instrumentTypeId,exchangeId,exchangeName,stocksIndustryId,isInternalInstrument
GOOG,Alphabet,1002,9,9.294703,308.8885,0.957,10.291,2025-11-04T19:20:44.977Z,True,1,5,4,NASDAQ,8,False
NVDA,NVIDIA Corporation,1137,23,7.43702,172.6349,3.066,41.229,2023-04-24T13:30:35.503Z,True,1,5,4,NASDAQ,8,False
UVXY,ProShares Ultra VIX Short-Term Futures ETF,3246,7,6.423601,25.1253,-1.452,-22.597,2026-05-21T13:55:38.323Z,True,1,6,20,eToro,4,False
MSFT,Microsoft,1004,17,6.050572,431.6148,0.989,16.344,2023-04-24T13:30:04.057Z,True,1,5,4,NASDAQ,8,False
GLD,SPDR Gold,3025,6,5.508793,393.5053,0.44,7.995,2025-10-24T15:38:00.193Z,True,1,6,5,NASDAQ,4,False
AAPL,Apple,1001,10,5.049846,281.2758,0.602,11.925,2025-09-08T16:59:47.893Z,True,1,5,4,NASDAQ,3,False
LYXGRE.DE,Amundi MSCI Greece UCITS ETF,10651,12,3.993861,2.0808,2.132,53.393,2024-06-14T13:01:27.39Z,True,1,6,38,Xetra,4,False
TSM,Taiwan Semiconductor Manufacturing Co Ltd - ADR,4481,4,3.21356,380.4228,0.525,16.331,2025-10-16T18:50:20.063Z,True,1,5,5,NASDAQ,8,False
META,Meta Platforms Inc,1003,9,3.040891,693.0122,-0.496,-16.309,2025-07-09T13:39:09.587Z,True,1,5,4,NASDAQ,8,False
NKE,NIKE,1042,2,1.83632,43.7042,-0.208,-11.328,2026-04-15T12:49:18.557Z,True,1,5,5,NASDAQ,3,False
0700.HK,Tencent,2339,5,1.698596,535.4595,-0.271,-15.925,2025-03-31T07:12:57.88Z,True,1,5,21,HKEX,7,False
MU,"Micron Technology, Inc.",1130,2,1.37724,893.8133,0.118,8.54,2026-07-14T00:11:56.93Z,True,1,5,4,NASDAQ,8,False
NOVN.ZU,Novartis AG,2948,3,1.377234,125.8867,0.029,2.139,2026-07-28T09:16:50.963Z,True,1,5,12,CBOE EU,5,False
ROP.ZU,Roche Holding Ltd,1402,2,1.377229,359.8333,0.047,3.424,2026-07-27T11:00:57.837Z,True,1,5,12,CBOE EU,3,False
AMZN,Amazon.com Inc,1005,4,1.360105,190.4227,0.535,39.36,2023-04-24T13:30:44.163Z,True,1,5,4,NASDAQ,7,False
EXEL,Exelixis Inc,6084,2,1.212614,54.3281,0.04,3.286,2026-07-22T13:46:47.86Z,True,1,5,4,NASDAQ,3,False
T.US,AT&T Inc,1030,1,0.91816,24.29,0.054,5.887,2026-08-13T00:43:05.87Z,True,1,5,5,NASDAQ,8,False
MA,Mastercard,1041,1,0.91816,557.7133,0.054,5.881,2026-08-12T15:20:23.54Z,True,1,5,5,NASDAQ,4,False
V,Visa,1046,1,0.91816,318.6365,0.182,19.807,2026-04-21T10:04:24.103Z,True,1,5,5,NASDAQ,4,False
SNDK,Sandisk Corp/DE,8804,2,0.91816,1491.915,0.054,5.839,2026-08-06T13:56:02.68Z,True,1,5,4,NASDAQ,8,False
ITX.MC,Industria de Diseno Textil SA,1332,2,0.91816,57.66,0.022,2.433,2026-07-31T14:12:01.227Z,True,1,5,10,CBOE EU,3,False
GSK.L,GlaxoSmithKline,2036,1,0.91816,1876.0,0.014,1.531,2026-08-19T10:46:37.467Z,True,1,5,7,LSE PLC,5,False
CHE,Chemed Corp,6059,2,0.91816,536.7482,0.02,2.13,2026-08-04T14:27:40.62Z,True,1,5,5,NASDAQ,3,False
LQDA,Liquidia Corporation,7930,2,0.91816,75.9472,-0.056,-6.083,2026-08-17T14:55:42.45Z,True,1,5,4,NASDAQ,3,False
