symbol,instrumentDisplayName,instrumentId,numPositions,totalInvestmentPct,avgOpenRate,totalNetProfit,totalNetProfitPct,earliestOpenTimestamp,isBuy,leverage,instrumentTypeId,exchangeId,exchangeName,stocksIndustryId,isInternalInstrument
MSFT,Microsoft,1004,21,9.172451,451.1857,-61.3,-6.683,2023-04-24T13:30:04.057Z,True,1,5,4,NASDAQ,8,False
GOOG,Alphabet,1002,5,7.739421,295.932,122.628,15.845,2025-11-04T19:20:44.977Z,True,1,5,4,NASDAQ,8,False
AMZN,Amazon.com Inc,1005,22,6.754987,207.9578,1151.852,170.519,2023-04-24T13:30:44.163Z,True,1,5,4,NASDAQ,7,False
LYXGRE.DE,Amundi MSCI Greece UCITS ETF,10651,12,5.082736,2.0808,326.557,64.248,2024-06-14T13:01:27.39Z,True,1,6,38,Xetra,4,False
NVDA,NVIDIA Corporation,1137,19,4.790716,147.3514,3027.907,632.036,2023-04-24T13:30:35.503Z,True,1,5,4,NASDAQ,8,False
AAPL,Apple,1001,9,4.323348,247.8052,121.371,28.073,2025-07-23T14:36:35.54Z,True,1,5,4,NASDAQ,3,False
GLD,SPDR Gold,3025,5,4.0895,414.741,2.636,0.644,2025-10-24T15:38:00.193Z,True,1,6,5,NASDAQ,4,False
META,Meta Platforms Inc,1003,9,2.818314,728.1461,-151.745,-53.842,2025-07-09T13:39:09.587Z,True,1,5,4,NASDAQ,8,False
DTE.DE,Deutsche Telekom AG,1207,2,2.33697,29.61,-16.152,-6.911,2026-02-20T11:56:13.1Z,True,1,5,6,Xetra,8,False
0700.HK,Tencent,2339,6,2.336968,529.71,-46.949,-20.09,2025-03-31T07:12:57.88Z,True,1,5,21,HKEX,7,False
BAC,Bank of America Corp,1011,2,2.332682,54.739,-9.137,-3.917,2026-01-12T08:39:48.937Z,True,1,5,5,NASDAQ,4,False
BTC-USD,Bitcoin,100000,12,2.102958,108806.0967,-324.106,-154.119,2025-04-28T07:53:49.04Z,True,1,10,8,eToro,,False
ETH-USD,Ethereum,100001,18,2.009422,3921.0581,-547.253,-272.343,2025-06-21T21:11:22.21Z,True,1,10,8,eToro,,False
TSM,Taiwan Semiconductor Manufacturing Co Ltd - ADR,4481,2,1.752727,292.3134,77.42,44.171,2025-10-16T18:50:20.063Z,True,1,5,5,NASDAQ,8,False
LLY,Eli Lilly & Co,1567,2,1.752727,1003.7867,-2.465,-1.407,2026-02-06T18:53:53.847Z,True,1,5,5,NASDAQ,5,False
MSTR,Strategy Inc,6473,3,1.752726,290.22,-106.191,-60.586,2025-09-25T10:54:40.683Z,True,1,5,4,NASDAQ,8,False
RHM.DE,Rheinmetall AG,2587,1,1.168485,1823.0,-24.202,-20.712,2026-01-23T15:22:37.083Z,True,1,5,6,Xetra,3,False
2333.HK,Great Wall Motor,2331,1,1.168485,14.04,-14.83,-12.692,2026-04-13T02:01:30.597Z,True,1,5,21,HKEX,3,False
V,Visa,1046,1,1.168485,318.6365,2.593,2.219,2026-04-21T10:04:24.103Z,True,1,5,5,NASDAQ,4,False
UNH,UnitedHealth,1032,1,1.168485,324.94,13.79,11.802,2025-11-06T17:17:22.477Z,True,1,5,5,NASDAQ,5,False
MELI,MercadoLibre Inc,4108,1,1.168485,1900.0,-4.684,-4.009,2026-04-21T10:03:29.023Z,True,1,5,4,NASDAQ,7,False
NOVO-B.CO,Novo Nordisk B A/S,2260,1,1.168485,254.55,10.135,8.674,2026-02-23T14:04:53.623Z,True,1,5,16,Nasdaq Nordic,5,False
PRU.L,Prudential,2061,1,1.168485,1133.5,-2.745,-2.349,2026-02-27T15:37:55.92Z,True,1,5,7,LSE PLC,4,False
NKE,NIKE,1042,1,1.168485,45.6047,-5.273,-4.513,2026-04-15T12:49:18.557Z,True,1,5,5,NASDAQ,3,False
PLTR,Palantir Technologies Inc.,7991,1,1.168485,155.79,-8.897,-7.614,2026-03-24T21:39:50.64Z,True,1,5,4,NASDAQ,8,False
CRMD,CorMedix Inc,10333,1,1.168485,7.4635,5.848,5.005,2026-04-21T15:41:17.753Z,True,1,5,4,NASDAQ,3,False
VST,Vistra Corp,4363,1,1.168485,156.4858,2.827,2.42,2026-04-21T15:12:08.387Z,True,1,5,5,NASDAQ,9,False
6758.T,Sony Group Corp.-ADR,1044,1,1.168485,22.9637,-14.517,-12.424,2026-02-27T15:32:16.893Z,True,1,5,5,NASDAQ,3,False
SCHW,Charles Schwab Corp,1802,1,1.168485,97.387,-6.599,-5.648,2026-02-20T13:23:19.047Z,True,1,5,5,NASDAQ,4,False
NU,Nu Holdings Ltd.,8597,1,1.168485,15.4,-8.312,-7.113,2026-02-26T19:04:23.857Z,True,1,5,5,NASDAQ,4,False
JPM,JPMorgan Chase & Co,1023,1,1.168459,325.1427,-5.374,-4.599,2026-01-12T08:39:20.657Z,True,1,5,5,NASDAQ,4,False
UVXY,ProShares Ultra VIX Short-Term Futures ETF,3246,1,1.168448,36.0389,4.027,3.446,2026-05-01T15:28:15.663Z,True,1,6,20,eToro,4,False
GE,General Electric Co,1017,1,1.168278,282.05,-0.698,-0.598,2026-05-04T15:18:29.27Z,True,1,5,5,NASDAQ,6,False
2899.HK,Zijin Mining,2323,2,1.109737,36.4812,-3.834,-3.455,2026-04-10T01:33:33.947Z,True,1,5,21,HKEX,1,False
AMD,Advanced Micro Devices Inc,1832,1,0.6871,196.1774,75.265,109.54,2026-03-17T20:52:56.463Z,True,1,5,4,NASDAQ,8,False
