#,TICKER,COMPANY,CAP,PRICE,TARGET,UPSIDE,# T,% BUY,# A,A,EXRET,BETA,PET,PEF,PEG,DIV %,SI,EARNINGS,% SI,SI_value
1,NUE,NUCOR CORPORAT,29.5B,127.9,153.6,20.1%,12,83%,6,E,16.7%,1.6,15.1,13.7,--,1.72%,2.6%,2025-01-26,2.6%,2.6
