symbol,ticker,name,company,sector,industry,country,website,current_price,price,currency,market_cap,cap,exchange,quote_type,pe_trailing,dividend_yield,beta,pe_forward,peg_ratio,short_percent,target_price,recommendation,analyst_count,A,buy_percentage,total_ratings,upside,EXRET,last_earnings
MSFT,MSFT,Microsoft Corporation,MICROSOFT CORP,Technology,Software - Infrastructure,United States,https://www.microsoft.com,387.82,387.82,USD,2883046080512,2.88T,NMS,EQUITY,31.200321,0.87,0.914,25.941137,1.8,0.89,506.06326,1.38182,49,E,87.5,8,30.48921148986643,26.678060053633125,2025-01-28
